Id,Label,indegree,closnesscentrality,betweenesscentrality,componentnumber,eigencentrality
Phenoperidine,Phenoperidine,2,0,0,0,0.000543
Ccir System H,Ccir System H,2,0,0,0,0.003513
Powered Exoskeleton,Powered Exoskeleton,8,0,0,0,0.005868
Google Pay (Payment Method),Google Pay (Payment Method),2,0,0,0,0.0003
Booting Process Of Android Devices,Booting Process Of Android Devices,2,0,0,0,0.0003
Uterine Atony,Uterine Atony,3,0,0,0,0.017886
Capitalist Propaganda,Capitalist Propaganda,2,0,0,0,0.00065
Fentanyl Isothiocyanate,Fentanyl Isothiocyanate,2,0,0,0,0.000533
Gamma Ray,Gamma Ray,12,0,0,0,0.039361
Precordial Catch Syndrome,Precordial Catch Syndrome,3,0,0,0,0.006885
Starlims,Starlims,49,0.309648,0.000002,0,0.033644
Rugged Computer,Rugged Computer,2,0,0,0,0.001165
Williams Syndrome,Williams Syndrome,2,0,0,0,0.0066
Bbc News,Bbc News,36,0,0,0,0.049631
Eight-Hour Day,Eight-Hour Day,2,0,0,0,0.001285
Pastoral Psychology,Pastoral Psychology,4,0,0,0,0.00308
Occupational Medicine,Occupational Medicine,144,0.360578,0.000119,0,0.689395
Responses To The Covid-19 Pandemic In April 2022,Responses To The Covid-19 Pandemic In April 2022,4,0,0,0,0.002108
Copyright Status Of Works By The Federal Government Of The United States,Copyright Status Of Works By The Federal Government Of The United States,8,0,0,0,0.018783
Radiation Exposure,Radiation Exposure,2,0,0,0,0.009689
Journal Therapy,Journal Therapy,2,0,0,0,0.006386
Education In Romania,Education In Romania,3,0,0,0,0.007597
Anaerobic Organism,Anaerobic Organism,2,0,0,0,0.001923
Ordinary Language Philosophy,Ordinary Language Philosophy,3,0,0,0,0.007112
Zero-Covid,Zero-Covid,5,0,0,0,0.002465
Biological Warfare,Biological Warfare,2,0,0,0,0.000485
Federal Financial Institutions Examination Council,Federal Financial Institutions Examination Council,2,0,0,0,0.000487
Trochotron,Trochotron,3,0,0,0,0.007764
Valve,Valve,2,0,0,0,0.001005
Covid-19 Pandemic In El Salvador,Covid-19 Pandemic In El Salvador,4,0,0,0,0.002108
Hygiene,Hygiene,27,0,0,0,0.058836
Vlog,Vlog,2,0,0,0,0.003667
Wssus Model,Wssus Model,2,0,0,0,0.006706
Epileptology,Epileptology,9,0,0,0,0.044561
Content Format,Content Format,3,0,0,0,0.007336
Blade Runner,Blade Runner,2,0,0,0,0.00063
Education In Zimbabwe,Education In Zimbabwe,3,0,0,0,0.007597
Statistical Abstract Of The United States,Statistical Abstract Of The United States,2,0,0,0,0.007068
Tennessee Department Of Correction,Tennessee Department Of Correction,2,0,0,0,0.000317
Billionaire Space Race,Billionaire Space Race,3,0,0,0,0.004141
Google Chrome Frame,Google Chrome Frame,2,0,0,0,0.0003
Hand Surgery,Hand Surgery,125,0.347685,0.000025,0,0.65224
Spectrometer,Spectrometer,3,0,0,0,0.00991
International Association Of Emergency Managers,International Association Of Emergency Managers,2,0,0,0,0.006161
Universal Prescriptivism,Universal Prescriptivism,3,0,0,0,0.001239
Peacock (Streaming Service),Peacock (Streaming Service),4,0,0,0,0.010538
Lexicomp,Lexicomp,50,1,0,0,0.034297
Watercraft,Watercraft,2,0,0,0,0.000435
Thyroid-Stimulating Hormone,Thyroid-Stimulating Hormone,3,0,0,0,0.012455
Do Not Resuscitate,Do Not Resuscitate,4,0,0,0,0.002375
Democratic Republic Of The Congo,Democratic Republic Of The Congo,8,0,0,0,0.011804
Dick Hebdige,Dick Hebdige,2,0,0,0,0.000527
Voice Command,Voice Command,2,0,0,0,0.0003
Fanconi Syndrome,Fanconi Syndrome,2,0,0,0,0.006466
Recent Human Evolution,Recent Human Evolution,2,0,0,0,0.006661
Noble Savage,Noble Savage,2,0,0,0,0.000527
Community Structure,Community Structure,4,0,0,0,0.011275
Psychopathy,Psychopathy,2,0,0,0,0.007154
Eastern Christianity,Eastern Christianity,3,0,0,0,0.007404
Chembl,Chembl,3,0,0,0,0.000689
Education In Western Sahara,Education In Western Sahara,3,0,0,0,0.007597
Ojibwe Writing Systems,Ojibwe Writing Systems,3,0,0,0,0.007182
Federated States Of Micronesia National Government Department Of Health And Social Affairs,Federated States Of Micronesia National Government Department Of Health And Social Affairs,2,0,0,0,0.000487
Gastroesophageal Reflux Disease,Gastroesophageal Reflux Disease,6,0,0,0,0.019727
Agricultural Engineering,Agricultural Engineering,2,0,0,0,0.000669
Conflict Epidemiology,Conflict Epidemiology,4,0,0,0,0.009148
Http/3,Http/3,6,0,0,0,0.0147
Google Authenticator,Google Authenticator,2,0,0,0,0.0003
Kawasaki Disease,Kawasaki Disease,2,0,0,0,0.006595
Aluminium,Aluminium,5,0,0,0,0.007613
Metaphysical Naturalism,Metaphysical Naturalism,3,0,0,0,0.007112
Reprocessed Uranium,Reprocessed Uranium,2,0,0,0,0.012313
Cook Islands,Cook Islands,7,0,0,0,0.005936
Arts And Humanities Research Council,Arts And Humanities Research Council,3,0,0,0,0.006926
Mutual Broadcasting System,Mutual Broadcasting System,2,0,0,0,0.006717
Disease Informatics,Disease Informatics,4,0,0,0,0.009148
Computer Security,Computer Security,20,0,0,0,0.027135
Secular State,Secular State,2,0,0,0,0.001197
Geneva,Geneva,7,0,0,0,0.008715
Cardiac Ventriculography,Cardiac Ventriculography,3,0,0,0,0.006876
Covid-19 Pandemic In Sabah,Covid-19 Pandemic In Sabah,4,0,0,0,0.002108
Chinese Americans,Chinese Americans,2,0,0,0,0.000751
Endoanal Ultrasound,Endoanal Ultrasound,2,0,0,0,0.012114
United States Department Of The Interior,United States Department Of The Interior,9,0,0,0,0.004947
Loom,Loom,2,0,0,0,0.003721
Hwgcr,Hwgcr,2,0,0,0,0.012313
Fort Eisenhower,Fort Eisenhower,2,0,0,0,0.000487
Massotherapy,Massotherapy,2,0,0,0,0.006386
Baby Wipes,Baby Wipes,3,0,0,0,0.007896
Neurometrics,Neurometrics,9,0,0,0,0.044561
John Sinfelt,John Sinfelt,2,0,0,0,0.006975
Destination Therapy,Destination Therapy,2,0,0,0,0.006386
Wireless Sensor Network,Wireless Sensor Network,7,0,0,0,0.011987
Fast Breeder Test Reactor,Fast Breeder Test Reactor,2,0,0,0,0.012313
Neuropsychological Rehabilitation,Neuropsychological Rehabilitation,3,0.288853,0.000003,0,0.00245
Endemic (Epidemiology),Endemic (Epidemiology),7,0,0,0,0.016494
Abortion In Russia,Abortion In Russia,3,0,0,0,0.00057
Infrared Data Association,Infrared Data Association,5,0,0,0,0.017031
Urdu Braille,Urdu Braille,3,0,0,0,0.007182
2009 Swine Flu Pandemic,2009 Swine Flu Pandemic,5,0,0,0,0.00988
Digital Watermark,Digital Watermark,2,0,0,0,0.000626
Fahrettin Koca,Fahrettin Koca,4,0,0,0,0.002108
Mpeg Transport Stream,Mpeg Transport Stream,8,0,0,0,0.025018
Culture 21,Culture 21,2,0,0,0,0.000527
Human Resources,Human Resources,2,0,0,0,0.000672
Lifestyle Disease,Lifestyle Disease,3,0,0,0,0.014266
American Scientist,American Scientist,4,0,0,0,0.013958
American College Of Physicians,American College Of Physicians,8,0,0,0,0.008719
Suanpan,Suanpan,2,0,0,0,0.000527
Civil War,Civil War,2,0,0,0,0.002386
Education In The Cayman Islands,Education In The Cayman Islands,3,0,0,0,0.007597
Omphalocele,Omphalocele,2,0,0,0,0.012141
Google Answers,Google Answers,2,0,0,0,0.0003
2021 Mongolian Protests,2021 Mongolian Protests,4,0,0,0,0.002108
Carriage Dispute,Carriage Dispute,2,0,0,0,0.004052
Mysticism,Mysticism,3,0,0,0,0.006874
Albert Einstein,Albert Einstein,11,0,0,0,0.031796
Spinozism,Spinozism,3,0,0,0,0.007112
Timeline Of The Covid-19 Pandemic In October 2022,Timeline Of The Covid-19 Pandemic In October 2022,4,0,0,0,0.002108
Unit Record Equipment,Unit Record Equipment,2,0,0,0,0.007068
Intelligent Transportation System,Intelligent Transportation System,2,0,0,0,0.000579
Bile Duct,Bile Duct,5,0,0,0,0.02448
Solar Flare,Solar Flare,2,0,0,0,0.006161
Health Care In The United States,Health Care In The United States,7,0,0,0,0.025802
Otto Rank,Otto Rank,2,0,0,0,0.000489
Child Abandonment,Child Abandonment,2,0,0,0,0.004657
Television Production,Television Production,2,0,0,0,0.006751
Late Antiquity,Late Antiquity,4,0,0,0,0.008399
Covid-19 Pandemic In Peru,Covid-19 Pandemic In Peru,4,0,0,0,0.002108
Pixel 3,Pixel 3,2,0,0,0,0.0003
Fisher'S Principle,Fisher'S Principle,2,0,0,0,0.006661
Russian Armed Forces,Russian Armed Forces,2,0,0,0,0.001232
Ferid Murad,Ferid Murad,2,0,0,0,0.000603
Robotic Arm,Robotic Arm,6,0,0,0,0.001595
Federal Standard 1037C,Federal Standard 1037C,2,0,0,0,0.003658
Space Force,Space Force,3,0,0,0,0.004141
Anaesthesiology,Anaesthesiology,5,0,0,0,0.024657
Dot-Com Company,Dot-Com Company,2,0,0,0,0.003772
Jean Piaget,Jean Piaget,5,0,0,0,0.006437
Abortion In Slovenia,Abortion In Slovenia,3,0,0,0,0.00057
Flight,Flight,3,0,0,0,0.000669
Musepack,Musepack,5,0,0,0,0.017967
Voice Over Nr,Voice Over Nr,2,0,0,0,0.006929
Nine Network,Nine Network,2,0,0,0,0.00374
Education In Réunion,Education In Réunion,3,0,0,0,0.007597
Honda,Honda,2,0,0,0,0.000548
Trademark,Trademark,2,0,0,0,0.000722
Heavy Metal (Chemistry),Heavy Metal (Chemistry),3,0,0,0,0.010097
Member States Of The Shanghai Cooperation Organisation,Member States Of The Shanghai Cooperation Organisation,2,0,0,0,0.000863
Hampton'S Line,Hampton'S Line,2,0,0,0,0.006631
Semantic Scholar,Semantic Scholar,3,0,0,0,0.003766
Ancient Egyptian Technology,Ancient Egyptian Technology,2,0,0,0,0.00056
Phemister Graft,Phemister Graft,2,0,0,0,0.012076
Computers In Human Behavior,Computers In Human Behavior,3,0,0,0,0.001839
Box Breaker,Box Breaker,3,0,0,0,0.007952
Event (Philosophy),Event (Philosophy),3,0,0,0,0.007112
Nancy C. Andreasen,Nancy C. Andreasen,2,0,0,0,0.006975
Abortion In Norway,Abortion In Norway,3,0,0,0,0.00057
General Motors,General Motors,4,0,0,0,0.00444
Cell-Phone,Cell-Phone,12,0,0,0,0.041406
Suriname,Suriname,5,0,0,0,0.002728
Figure Ai,Figure Ai,3,0,0,0,0.000689
Pneumococcal Infection,Pneumococcal Infection,2,0,0,0,0.006628
Vending Machine,Vending Machine,3,0,0,0,0.00096
Marshall H. Stone,Marshall H. Stone,2,0,0,0,0.006975
Great Regression,Great Regression,2,0,0,0,0.007068
Radioactive,Radioactive,4,0,0,0,0.002059
Neurointensive Care,Neurointensive Care,9,0,0,0,0.044561
Sports Radio,Sports Radio,2,0,0,0,0.00617
Eniac,Eniac,5,0,0,0,0.008592
Channel Coding,Channel Coding,2,0,0,0,0.00725
Taiwan,Taiwan,19,0,0,0,0.032366
Toy,Toy,4,0,0,0,0.002791
State Hospital,State Hospital,4,0,0,0,0.008096
Behavioral Therapy,Behavioral Therapy,2,0,0,0,0.000965
Ethiopian Philosophy,Ethiopian Philosophy,3,0,0,0,0.007112
Family Planning In Iran,Family Planning In Iran,6,0,0,0,0.035932
Ancient Greek Technology,Ancient Greek Technology,2,0,0,0,0.00056
Dysarthria,Dysarthria,2,0,0,0,0.000692
Malware,Malware,8,0,0,0,0.00575
Society Of Apothecaries,Society Of Apothecaries,2,0,0,0,0.006227
Kenya,Kenya,14,0,0,0,0.029916
Naloxone Benzoylhydrazone,Naloxone Benzoylhydrazone,2,0,0,0,0.000533
Document Management System,Document Management System,7,0,0,0,0.015574
China Telecom,China Telecom,2,0,0,0,0.003681
Clinical Nurse Specialist,Clinical Nurse Specialist,104,0.31179,0.000005,0,0.357054
Gram,Gram,2,0,0,0,0.006476
Covid-19 Pandemic In Uzbekistan,Covid-19 Pandemic In Uzbekistan,4,0,0,0,0.002108
Multimedia Messaging Service,Multimedia Messaging Service,4,0,0,0,0.008168
Benzydamine,Benzydamine,2,0,0,0,0.000543
Infectious Mononucleosis,Infectious Mononucleosis,2,0,0,0,0.000959
Fingering (Sexual Act),Fingering (Sexual Act),4,0,0,0,0.024052
Boolean Logic,Boolean Logic,2,0,0,0,0.004097
Process Safety,Process Safety,5,0,0,0,0.019484
Timeline Of Online Video,Timeline Of Online Video,2,0,0,0,0.006919
Pier 57,Pier 57,2,0,0,0,0.0003
Positron Emission Mammography,Positron Emission Mammography,4,0,0,0,0.01469
Renewable Energy,Renewable Energy,3,0,0,0,0.001226
Cablecard,Cablecard,2,0,0,0,0.006852
Ucla,Ucla,9,0,0,0,0.028633
Phonology,Phonology,4,0,0,0,0.010327
Cutaneous Manifestations Of Covid-19,Cutaneous Manifestations Of Covid-19,4,0,0,0,0.002108
Mogadishu,Mogadishu,2,0,0,0,0.007302
Prototype,Prototype,4,0,0,0,0.001207
Abortion In The Dominican Republic,Abortion In The Dominican Republic,3,0,0,0,0.00057
De Officiis,De Officiis,4,0,0,0,0.001301
Hospital-Acquired Infection,Hospital-Acquired Infection,10,0,0,0,0.028377
Movement For The Intellectually Disabled Of Singapore,Movement For The Intellectually Disabled Of Singapore,4,0,0,0,0.001159
Eisenhower Doctrine,Eisenhower Doctrine,2,0,0,0,0.000487
Roland Barthes,Roland Barthes,3,0,0,0,0.00814
Prontosil,Prontosil,3,0,0,0,0.013144
Freudian Slip,Freudian Slip,2,0,0,0,0.001066
Translational Research,Translational Research,11,0,0,0,0.034144
The Little Mermaid (1989 Film),The Little Mermaid (1989 Film),2,0,0,0,0.007068
Introduction To Genetics,Introduction To Genetics,6,0,0,0,0.026653
Electric Telegraph Company,Electric Telegraph Company,2,0,0,0,0.006792
Fumitada Itakura,Fumitada Itakura,2,0,0,0,0.007254
Vaginismus,Vaginismus,4,0,0,0,0.018491
Molar Mass,Molar Mass,3,0,0,0,0.000689
Traffic Light,Traffic Light,3,0,0,0,0.007011
Activated Protein C Resistance,Activated Protein C Resistance,2,0,0,0,0.012023
Septuagint,Septuagint,2,0,0,0,0.004086
Timeline Of Psychology,Timeline Of Psychology,4,0,0,0,0.00308
Auditory Hallucination,Auditory Hallucination,2,0,0,0,0.000757
Chemometrics,Chemometrics,4,0,0,0,0.002177
Encyclopaedia Britannica,Encyclopaedia Britannica,2,0,0,0,0.007098
"Cambridge, Massachusetts","Cambridge, Massachusetts",6,0,0,0,0.011894
Comparison Of Symbian Devices,Comparison Of Symbian Devices,3,0,0,0,0.007952
Geotechnical Engineering,Geotechnical Engineering,2,0,0,0,0.000669
Norbuprenorphine,Norbuprenorphine,2,0,0,0,0.000533
Δ-Opioid Receptor,Δ-Opioid Receptor,3,0,0,0,0.000811
Exposure Assessment,Exposure Assessment,4,0,0,0,0.019262
Cognitive Rehabilitation,Cognitive Rehabilitation,3,0.265014,0,0,0.00245
American Middle Class,American Middle Class,5,0,0,0,0.002137
Health Information Technology,Health Information Technology,70,0.399902,0.000306,0,0.069381
Public Computer,Public Computer,2,0,0,0,0.001165
Mexican–American War,Mexican–American War,4,0,0,0,0.004352
Maurice Hilleman,Maurice Hilleman,8,0,0,0,0.016565
Teenage Pregnancy In The United Kingdom,Teenage Pregnancy In The United Kingdom,6,0,0,0,0.035932
Gait,Gait,6,0,0,0,0.025499
Aruba,Aruba,4,0,0,0,0.001783
Education In Ceuta,Education In Ceuta,3,0,0,0,0.007597
Silicene,Silicene,2,0,0,0,0.000605
Mineral Water,Mineral Water,2,0,0,0,0.006386
Sars-Cov-2 Mu Variant,Sars-Cov-2 Mu Variant,4,0,0,0,0.002108
Like.Com,Like.Com,2,0,0,0,0.0003
United States Deputy Secretary Of Health And Human Services,United States Deputy Secretary Of Health And Human Services,6,0,0,0,0.001798
North Sea,North Sea,2,0,0,0,0.004322
Medical Ethics,Medical Ethics,23,0.355389,0.000148,0,0.047987
Android Software Development,Android Software Development,2,0,0,0,0.0003
Step Recovery Diode,Step Recovery Diode,3,0,0,0,0.007764
Market Fundamentalism,Market Fundamentalism,2,0,0,0,0.00065
Levorphanol,Levorphanol,4,0,0,0,0.000971
Lontara Script,Lontara Script,3,0,0,0,0.007182
Time Magazine,Time Magazine,2,0,0,0,0.007754
Basal-Cell Carcinoma,Basal-Cell Carcinoma,2,0,0,0,0.012239
Carbolic Acid,Carbolic Acid,2,0,0,0,0.012667
Atropine,Atropine,6,0,0,0,0.017157
Huangdi Neijing,Huangdi Neijing,4,0,0,0,0.01985
Australian Securities Exchange,Australian Securities Exchange,2,0,0,0,0.001676
Public Health Intervention,Public Health Intervention,18,0,0,0,0.037297
Rf Circuit,Rf Circuit,5,0,0,0,0.014594
Microwave Transmission,Microwave Transmission,4,0,0,0,0.013713
Tea Culture,Tea Culture,2,0,0,0,0.000527
Lz4 (Compression Algorithm),Lz4 (Compression Algorithm),3,0,0,0,0.01089
Susan Solomon,Susan Solomon,2,0,0,0,0.006975
J Wave,J Wave,2,0,0,0,0.001242
Primary Auditory Cortex,Primary Auditory Cortex,2,0,0,0,0.000424
Medical Toxicology,Medical Toxicology,2,0,0,0,0.012707
Starlink,Starlink,4,0,0,0,0.010897
Don Norman,Don Norman,2,0,0,0,0.000579
The Talk (Racism In The United States),The Talk (Racism In The United States),2,0,0,0,0.00122
Cen/Tc 251,Cen/Tc 251,4,0.299887,0,0,0.003022
Atrial Septal Defect,Atrial Septal Defect,5,0,0,0,0.016998
Digital Loop Carrier,Digital Loop Carrier,2,0,0,0,0.006862
Valorphin,Valorphin,2,0,0,0,0.000533
Yield Curve,Yield Curve,3,0,0,0,0.011424
James Clerk Maxwell,James Clerk Maxwell,8,0,0,0,0.025279
War In Afghanistan (2001–2021),War In Afghanistan (2001–2021),2,0,0,0,0.001133
Surveying,Surveying,4,0,0,0,0.007442
Google Map Maker,Google Map Maker,2,0,0,0,0.0003
Commodore Pet,Commodore Pet,3,0,0,0,0.007666
Conflict Resource,Conflict Resource,2,0,0,0,0.003537
Embolic And Thrombotic Events After Covid-19 Vaccination,Embolic And Thrombotic Events After Covid-19 Vaccination,4,0,0,0,0.002108
International Federation Of Red Cross And Red Crescent Societies,International Federation Of Red Cross And Red Crescent Societies,4,0,0,0,0.003553
Hallucinogen Persisting Perception Disorder,Hallucinogen Persisting Perception Disorder,2,0,0,0,0.000546
Transport,Transport,6,0,0,0,0.007983
Outline Of Exercise,Outline Of Exercise,2,0,0,0,0.006723
Philosophy Education,Philosophy Education,3,0,0,0,0.007597
Relapse,Relapse,3,0,0,0,0.008474
Chondropathy,Chondropathy,3,0,0,0,0.003601
Covid-19 Pandemic In The Bicol Region,Covid-19 Pandemic In The Bicol Region,4,0,0,0,0.002108
National Organization For The Reform Of Marijuana Laws,National Organization For The Reform Of Marijuana Laws,2,0,0,0,0.000725
Portuguese Language,Portuguese Language,6,0,0,0,0.002792
Zaghawa Script,Zaghawa Script,3,0,0,0,0.007182
Molecular Engineering,Molecular Engineering,2,0,0,0,0.000669
Society Of Interventional Radiology,Society Of Interventional Radiology,2,0,0,0,0.012314
Map,Map,3,0,0,0,0.002827
Air Force Institute Of Technology,Air Force Institute Of Technology,2,0,0,0,0.000304
United Nations Environment Programme,United Nations Environment Programme,4,0,0,0,0.003559
Translation,Translation,3,0,0,0,0.006578
Folksonomy,Folksonomy,2,0,0,0,0.006962
V-01,V-01,4,0,0,0,0.002108
Northern Ireland Executive,Northern Ireland Executive,4,0,0,0,0.00079
Kevin Ashton,Kevin Ashton,2,0,0,0,0.000579
Jim Gray (Computer Scientist),Jim Gray (Computer Scientist),2,0,0,0,0.007093
Proteomics,Proteomics,9,0,0,0,0.034529
Kendall Myers,Kendall Myers,3,0,0,0,0.010141
Croatia,Croatia,14,0,0,0,0.02749
Radon,Radon,2,0,0,0,0.006931
San Francisco,San Francisco,18,0,0,0,0.030843
Two-Cell Chinese Braille,Two-Cell Chinese Braille,3,0,0,0,0.007182
X-Ray Fluorescence,X-Ray Fluorescence,2,0,0,0,0.004117
Renin–Angiotensin System,Renin–Angiotensin System,4,0,0,0,0.013301
Photograph Manipulation,Photograph Manipulation,5,0,0,0,0.014708
Virtual Private Network,Virtual Private Network,10,0,0,0,0.023683
"Salt Lake City, Utah","Salt Lake City, Utah",2,0,0,0,0.007232
American Society Of Consultant Pharmacists,American Society Of Consultant Pharmacists,2,0,0,0,0.001566
Prismatic Block Reactor,Prismatic Block Reactor,2,0,0,0,0.012313
Logos,Logos,2,0,0,0,0.001566
Abhay Bhushan,Abhay Bhushan,4,0,0,0,0.014092
Hidden Curriculum,Hidden Curriculum,6,0,0,0,0.009592
Palmistry,Palmistry,2,0,0,0,0.00988
White Australia Policy,White Australia Policy,2,0,0,0,0.004654
Office Of The Inspector General,Office Of The Inspector General,2,0,0,0,0.000487
Office Of The United Nations Security Coordinator,Office Of The United Nations Security Coordinator,2,0,0,0,0.00237
Medical Council Of India,Medical Council Of India,7,0,0,0,0.031791
Microbial Phylogenetics,Microbial Phylogenetics,4,0,0,0,0.009148
1980 Democratic Party Presidential Primaries,1980 Democratic Party Presidential Primaries,2,0,0,0,0.000487
Inversion Therapy,Inversion Therapy,2,0,0,0,0.006386
Desomorphine,Desomorphine,3,0,0,0,0.000811
Northern Mali Conflict,Northern Mali Conflict,2,0,0,0,0.001519
Lai Tay Script,Lai Tay Script,3,0,0,0,0.007182
Respiratory Therapy,Respiratory Therapy,14,0,0,0,0.029725
Google Japanese Input,Google Japanese Input,2,0,0,0,0.0003
Xylem,Xylem,3,0,0,0,0.013831
Food For Peace,Food For Peace,2,0,0,0,0.000487
Data Storage,Data Storage,8,0,0,0,0.015346
Historical Materialism,Historical Materialism,2,0,0,0,0.006405
Cardiac Monitoring,Cardiac Monitoring,2,0,0,0,0.000363
Natural Evil,Natural Evil,2,0,0,0,0.000714
Iso 9000,Iso 9000,4,0,0,0,0.011109
Highway Trust Fund,Highway Trust Fund,2,0,0,0,0.000487
Civil Service,Civil Service,2,0,0,0,0.000727
256 Colors,256 Colors,2,0,0,0,0.006855
Edge (Graph Theory),Edge (Graph Theory),4,0,0,0,0.011275
Medical Intern,Medical Intern,4,0,0,0,0.019831
Biophysical Environment,Biophysical Environment,3,0,0,0,0.008085
